"CT","mx_mean","mx_lb","mx_ub","mx_se"
403.04,33.98,22.39,49.85,6.95
403.05,31.62,20.06,46.89,7.14
404.01,29.35,19.06,42.02,5.89
404.02,23.07,15.89,32.18,4.16
410.02,24.39,17.24,32.74,4.01
410.04,24.44,15.56,36.18,5.45
410.05,29.36,19.24,42.06,6.04
410.06,28.33,17.19,45.41,7.27
501.01,27.64,21.21,35.75,3.69
501.02,19.25,12.56,27.66,4.07
501.03,25.03,15.97,37.76,5.78
502.01,36.19,23.77,53.09,7.71
502.02,23.91,15.95,34.38,4.82
502.03,30.66,19.97,45.05,6.69
502.06,31.94,22.37,46.11,6.05
502.07,27.9,20.68,36.78,4.15
503.01,39.17,23.92,59.62,9.08
503.03,25.92,19.4,34.06,3.77
503.07,52.04,38.38,68.44,7.64
503.09,40.03,26.94,57.95,7.76
504.03,28.1,18.93,40.69,5.53
504.05,26.54,19.76,35.66,4.15
504.08,16.94,10.64,25.14,3.77
504.09,24.95,17.92,34.77,4.51
504.1,24.17,15.06,37.8,5.84
505.01,24.19,17.45,32.96,4.03
506.01,42.24,25.16,69.64,11.16
506.02,34.59,23.43,49.92,6.81
