"CT","mx_mean","mx_ub","mx_lb","mx_se"
59.09,139.65,226.6,80.52,38.46
59.1,169.12,273.58,101.36,44.37
59.11,128.02,196.3,78.67,29.99
60.02,115.14,188.26,66.26,30.95
61,77.09,128.46,43.1,22.04
62,74.5,119.95,42.5,20.25
64,98.84,150.59,62.85,22.77
65,106.41,163.38,65.86,24.88
67.01,109.99,178.22,63.24,29.98
68,89.08,141.27,53.2,22.82
69.02,35.93,57.98,20.46,9.73
100.01,121.17,190.48,71.94,30.97
100.02,113.87,177.86,68.44,28.09
101.03,116.27,185.88,69.12,30.3
101.04,115.69,186.97,66.57,31.04
101.06,109.04,168.97,66.53,26.4
103,91.21,141.72,55.75,21.85
104,99.29,154.32,60.82,23.91
110.02,125.77,219.49,63.88,40.44
110.03,93.87,165.38,48.64,30.33
110.04,78.34,135.56,42.37,24.17
111.02,78.08,125.97,45.27,20.68
111.05,80.86,138.33,44.28,24.41
111.07,106.51,167.2,62.93,27.3
112,89.2,146.97,51.07,24.89
113,85.11,133.87,51.93,21.07
114.01,79,142.83,38.84,26.87
114.02,77.13,129.67,42.05,22.79
115,83.58,132.43,49.78,21.33
116,62.5,101.02,35.63,16.95
117,58.72,92.46,34.58,14.92
118,72.59,110.47,45.4,17.01
120,75.48,124.3,43,21.06
121,55.3,91.34,30.25,15.7
122,55.81,91.62,31.92,15.18
130.03,78.91,123.82,48.48,19.28
131,61.75,91.95,39.98,13.17
132,61.43,101.77,33.99,17.54
133.01,45.67,79.91,23,14.65
133.02,40.9,66.87,22.73,11.5
134,57.63,92.22,34.66,14.74
135,51.84,84.52,30.5,13.88
140.02,99.87,151.85,60.87,23.79
140.03,81.62,128.04,49.24,20.36
140.04,74.44,128.34,40.77,22.56
141.01,100.12,156.33,61.5,24.28
142.01,83.75,133.19,49.44,21.71
142.02,87.35,138.79,50.74,23.37
142.03,98.45,153.76,58.99,24.63
143.01,94.99,151.67,55.56,25
143.02,95,142.31,60.17,21.37
143.03,90.26,142.77,53.9,22.9
144.04,142.59,226.24,84.08,36.57
144.06,93.45,143.47,57.74,22.12
145.01,84.75,130.87,51.55,19.97
