"CT","mx_mean","mx_lb","mx_ub","mx_se"
41.02,0.79,0.26,1.92,0.51
42,0.71,0.22,1.86,0.5
43.02,0.67,0.2,1.59,0.45
44,0.78,0.23,2.01,0.54
45.01,1.03,0.28,2.8,0.72
45.02,0.77,0.25,1.96,0.44
46,0.78,0.25,2.1,0.52
47.01,0.85,0.24,2.3,0.54
48,0.88,0.29,2.23,0.5
49.01,0.87,0.31,2.03,0.46
49.02,0.98,0.21,3.07,0.76
50.02,1.14,0.42,2.53,0.55
50.03,0.99,0.36,2.24,0.5
50.04,1.3,0.41,3.4,0.79
51.01,1.13,0.38,2.72,0.67
51.02,1.12,0.38,2.66,0.61
52.01,1.22,0.38,3.23,0.74
52.02,1.19,0.37,2.95,0.67
53.01,1.41,0.47,3.29,0.82
53.02,1.29,0.39,3.16,0.77
54.01,1.32,0.55,2.77,0.6
54.02,1.15,0.36,2.84,0.65
55.01,1.44,0.41,3.97,1.09
55.02,1.23,0.36,3.15,0.76
56.02,1.17,0.35,3.14,0.74
57.02,1.26,0.4,3.12,0.74
59.06,1.47,0.46,3.82,0.89
59.07,0.6,0.17,1.63,0.39
59.09,0.66,0.17,1.91,0.48
59.1,0.57,0.18,1.41,0.35
59.11,0.72,0.25,1.82,0.39
60.02,0.65,0.18,1.69,0.42
61,0.68,0.13,2.65,0.69
62,0.61,0.13,1.95,0.5
64,0.63,0.17,1.81,0.42
65,0.48,0.15,1.27,0.34
67.01,0.65,0.16,1.91,0.52
68,0.53,0.13,1.56,0.43
69.02,0.68,0.24,1.56,0.36
100.01,0.78,0.15,2.69,0.64
100.02,0.79,0.16,2.53,0.64
101.03,0.82,0.16,2.76,0.69
101.04,0.81,0.16,2.68,0.67
101.06,0.96,0.22,2.76,0.68
103,1.07,0.26,3.13,0.79
104,0.81,0.19,2.52,0.64
110.02,0.93,0.12,3.6,0.99
110.03,0.97,0.18,3.22,0.89
110.04,0.84,0.14,2.73,0.9
111.02,0.72,0.16,2.05,0.57
111.05,0.64,0.16,1.76,0.55
111.07,0.72,0.25,1.74,0.41
112,0.74,0.22,1.99,0.46
113,0.84,0.26,2.19,0.51
114.01,0.94,0.23,2.7,0.67
114.02,0.88,0.26,2.46,0.57
115,0.8,0.26,1.88,0.46
116,0.86,0.28,2.28,0.52
117,0.89,0.3,2.23,0.5
118,1,0.32,2.27,0.52
120,1.12,0.31,3.05,0.72
121,1.14,0.33,3.21,0.74
122,0.96,0.33,2.31,0.52
130.03,1.21,0.33,3.19,0.96
131,1.02,0.33,2.67,0.63
132,0.91,0.24,2.52,0.62
133.01,0.9,0.22,2.61,0.65
133.02,0.83,0.24,2.21,0.51
134,0.97,0.31,2.33,0.58
135,1.06,0.37,2.73,0.66
140.02,1.24,0.46,2.79,0.61
140.03,1.39,0.57,3.06,0.63
140.04,1.36,0.42,3.35,0.78
141.01,1.19,0.35,2.93,0.74
142.01,1.11,0.34,2.88,0.66
142.02,1.4,0.38,3.98,1.09
142.03,0.91,0.26,2.57,0.62
143.01,1.01,0.32,2.57,0.61
143.02,1,0.34,2.5,0.56
143.03,1.02,0.33,2.45,0.6
144.04,1.33,0.36,3.66,0.91
144.06,1.1,0.35,2.74,0.71
145.01,0.95,0.32,2.16,0.5
145.02,1.39,0.39,3.65,0.88
146,1.31,0.46,3.02,0.72
147.01,0.98,0.32,2.28,0.52
147.09,1.34,0.35,3.61,0.96
148,1.14,0.41,2.86,0.64
149.02,1.14,0.27,3.58,0.88
149.05,1.18,0.35,3.02,0.73
149.08,1.17,0.35,2.95,0.73
149.09,1.09,0.33,2.64,0.62
150,0.96,0.33,2.31,0.56
151.03,1,0.33,2.55,0.59
151.05,1.16,0.38,2.85,0.69
151.07,0.99,0.36,2.39,0.52
151.08,1,0.34,2.52,0.63
160.01,1.96,0.53,5.51,1.27
160.02,1.88,0.69,4.18,0.93
160.03,1.54,0.48,3.87,0.9
160.04,1.76,0.55,4.36,1.05
161.02,1.85,0.6,4.41,1.12
161.03,1.53,0.49,3.67,0.88
161.05,1.99,0.59,5.58,1.34
161.06,1.49,0.5,3.66,0.82
161.08,1.82,0.49,4.86,1.37
161.09,1.56,0.65,3.33,0.66
162.01,1.94,0.65,4.63,1.1
162.02,1.6,0.52,4.02,0.94
162.03,1.83,0.66,4.28,0.96
162.04,1.69,0.63,3.85,0.88
163.01,1.98,0.71,4.98,1.15
163.04,2.04,0.78,4.56,1.01
163.05,1.87,0.64,4.46,0.96
163.06,2.26,0.75,5.78,1.26
163.07,2.52,0.88,6.07,1.44
163.08,3.21,1.03,7.67,1.84
170.03,1.86,0.64,4.51,1.03
170.04,1.56,0.55,3.61,0.84
170.05,2.16,0.68,5.37,1.18
170.07,1.68,0.62,3.91,0.93
180.01,1.41,0.45,3.35,0.76
180.04,2.01,0.79,4.01,0.91
181.03,1.81,0.6,4.38,1.01
181.05,1.82,0.69,3.93,0.83
