"CT","mx_mean","mx_ub","mx_lb","mx_se"
67.01,59.99,90.96,38.53,13.55
68,44.17,65,28.3,9.52
69.02,22.75,32.91,14.99,4.65
100.01,51.6,74.83,33.9,10.51
100.02,55.56,81.73,35.55,11.87
101.03,52.94,79.34,34.28,11.76
101.04,53.87,80.43,34.59,11.69
101.06,58.7,84.54,38.83,11.86
103,44.77,63.36,30.3,8.56
104,46.32,66.98,30.85,9.22
110.02,46.91,81.04,24.5,14.66
110.03,51.9,83.74,29.63,13.91
110.04,42.26,67.63,24.18,11.18
111.02,36.78,56.14,23.37,8.44
111.05,42.13,65.13,26.23,10.12
111.07,51.83,77,33.4,11.4
112,45.51,69.06,28.1,10.65
113,49.16,70.48,32.62,9.71
114.01,54.33,89.21,31.12,14.99
114.02,42.97,67.64,25.95,10.93
115,44.77,65.57,29.27,9.23
116,39.92,59.5,25.72,8.72
117,38.84,57.86,25.9,8.14
118,36.52,53.07,24.69,7.24
120,38.57,60.12,23.99,9.36
121,40.67,63.14,24.84,9.74
122,34.58,52.5,21.68,7.77
130.03,46.08,65.51,30.92,8.85
131,36.89,49.75,26.73,5.92
132,34.51,54.18,20.17,8.89
133.01,39.19,64.36,21.96,10.79
133.02,32.74,51.1,20.04,7.85
134,32.67,48.31,21.14,6.92
135,31.33,46.67,19.95,6.88
140.02,44.36,62.84,30.26,8.41
140.03,45.96,64.64,31.47,8.63
140.04,38.59,62.2,22.82,10.18
141.01,53.21,76.22,35.76,10.43
142.01,55.07,82.09,35.22,11.97
142.02,44.64,68.05,27.73,10.27
142.03,52.52,75.77,34.97,10.5
143.01,41.27,60.68,26.77,8.85
143.02,42.45,59.38,29.76,7.56
143.03,39.23,57.91,25.36,8.46
144.04,40.81,62.36,25.28,9.72
144.06,37.84,54.52,25.35,7.46
145.01,38.96,55.66,26.47,7.52
145.02,38.69,60.63,23.2,9.7
146,37.06,54.8,24.44,7.84
147.01,45.78,66.63,30.26,9.32
147.09,46.4,65.75,31.39,8.88
148,47.64,66.77,32.74,8.61
149.02,48.02,75.36,29.73,11.82
149.05,43.03,67.2,26.51,10.62
149.08,39.54,57.92,26.03,8.35
149.09,56.01,84.76,34.67,12.95
150,45.98,69.26,28.08,10.78
151.03,41.87,64.37,25.98,9.95
151.05,36.17,54.04,22.98,7.99
151.07,41.73,57.9,29.05,7.5
151.08,33.94,51.17,21.2,7.78
160.01,38.14,61.56,21.42,10.4
160.02,46.87,68.01,31.13,9.46
160.03,57.43,82.36,38.29,11.47
160.04,47.24,71.28,30.01,10.77
161.02,52.01,76.85,33.91,11.07
161.03,53.75,79.29,35.45,11.2
161.05,49.33,74.51,30.49,11.54
161.06,47.32,69.86,30.67,10.01
161.08,33.25,56.85,17.85,10.31
161.09,36.59,50.89,25.59,6.47
162.01,39.43,58.47,25.22,8.6
162.02,42.78,65.88,26.41,10.14
162.03,53.49,78.26,34.72,11.04
162.04,45.35,67.43,29.13,9.94
163.01,43.42,69.01,25.94,10.97
163.04,48.83,71.59,31.81,10.28
163.05,53.93,79.27,34.91,11.3
163.06,43.27,67.02,27.14,10.18
163.07,47.01,69.25,30.33,10.16
163.08,47.08,74.37,28.33,11.77
170.03,50.41,70.96,34.27,9.5
170.04,30.12,42.65,20.46,5.68
170.05,51.31,73.76,34.41,10.11
170.07,37.83,52.77,26.06,6.82
180.01,37.81,59.14,23.13,9.35
180.04,35.76,50.97,24.16,6.92
181.03,40.17,59.83,25.57,8.77
181.05,42.49,58.69,29.89,7.36
181.07,35.92,57.92,20.85,9.43
181.08,36.41,59.02,21.35,9.72
181.09,26.68,39.78,17.36,5.77
181.11,49.67,72.8,32.84,10.37
181.12,26.38,41.82,15.12,6.85
