CT,year,sex,ex_mean,ex_lb,ex_ub
38,2001,1,72.66,70.40,74.83
38,2001,2,80.57,78.28,83.15
38,2001,3,76.68,74.91,78.42
39.01,2001,1,75.98,73.54,78.47
39.01,2001,2,84.00,81.60,86.82
39.01,2001,3,80.33,78.56,82.22
39.02,2001,1,71.88,69.92,73.89
39.02,2001,2,78.32,76.60,80.16
39.02,2001,3,75.52,74.11,76.96
40.01,2001,1,79.11,76.54,82.13
40.01,2001,2,87.95,85.18,91.26
40.01,2001,3,84.01,82.04,86.37
40.02,2001,1,78.36,76.15,80.67
40.02,2001,2,86.93,84.73,89.35
40.02,2001,3,83.69,82.07,85.40
41.01,2001,1,79.48,77.55,81.37
41.01,2001,2,83.02,81.22,84.90
41.01,2001,3,81.67,80.30,83.14
41.02,2001,1,72.70,70.54,75.09
41.02,2001,2,87.06,84.08,90.19
41.02,2001,3,78.94,77.22,80.90
42,2001,1,81.18,79.17,83.41
42,2001,2,86.18,83.94,88.85
42,2001,3,83.85,82.33,85.74
43.02,2001,1,83.10,81.01,85.51
43.02,2001,2,87.04,84.83,89.58
43.02,2001,3,85.20,83.60,86.99
44,2001,1,82.15,80.02,84.53
44,2001,2,87.48,85.22,90.18
44,2001,3,85.25,83.54,87.11
45.01,2001,1,80.88,78.75,83.34
45.01,2001,2,84.78,82.67,87.23
45.01,2001,3,82.90,81.26,84.63
45.02,2001,1,80.23,78.17,82.81
45.02,2001,2,84.51,82.38,86.79
45.02,2001,3,82.52,80.95,84.29
46,2001,1,79.30,77.12,81.68
46,2001,2,85.96,83.34,88.88
46,2001,3,83.00,81.24,84.99
47.01,2001,1,77.81,75.95,79.70
47.01,2001,2,82.78,81.15,84.62
47.01,2001,3,80.65,79.38,81.97
48,2001,1,78.53,76.52,80.75
48,2001,2,86.46,83.99,89.38
48,2001,3,82.95,81.19,84.85
49.01,2001,1,74.51,72.42,76.63
49.01,2001,2,79.59,77.79,81.54
49.01,2001,3,77.00,75.57,78.55
49.02,2001,1,80.02,78.17,82.31
49.02,2001,2,83.98,82.15,85.97
49.02,2001,3,82.28,81.02,83.79
50.02,2001,1,74.75,72.37,77.15
50.02,2001,2,81.97,79.45,85.02
50.02,2001,3,78.34,76.60,80.19
50.03,2001,1,73.72,71.41,76.08
50.03,2001,2,78.69,76.53,81.02
50.03,2001,3,75.90,74.13,77.72
50.04,2001,1,73.53,70.95,76.27
50.04,2001,2,83.78,80.70,87.27
50.04,2001,3,78.28,76.12,80.84
51.01,2001,1,79.80,77.40,82.13
51.01,2001,2,87.01,84.02,90.41
51.01,2001,3,83.52,81.54,85.65
51.02,2001,1,78.21,76.31,80.32
51.02,2001,2,81.80,80.02,83.79
51.02,2001,3,80.01,78.71,81.42
52.01,2001,1,77.68,75.60,79.74
52.01,2001,2,82.59,80.52,84.72
52.01,2001,3,80.14,78.62,81.78
52.02,2001,1,77.87,76.01,79.88
52.02,2001,2,83.49,81.36,86.04
52.02,2001,3,80.62,79.28,82.12
53.01,2001,1,75.14,73.13,77.25
53.01,2001,2,81.12,79.00,83.46
53.01,2001,3,78.03,76.55,79.67
53.02,2001,1,80.56,78.08,83.24
53.02,2001,2,83.68,81.46,86.24
53.02,2001,3,82.23,80.53,84.12
54.01,2001,1,65.40,63.35,67.62
54.01,2001,2,80.43,77.66,83.49
54.01,2001,3,70.76,69.05,72.81
54.02,2001,1,79.70,77.54,81.94
54.02,2001,2,85.24,82.87,87.87
54.02,2001,3,82.47,80.89,84.16
55.01,2001,1,76.31,73.92,78.90
55.01,2001,2,82.50,79.84,85.23
55.01,2001,3,79.27,77.49,81.22
55.02,2001,1,74.66,72.24,77.23
55.02,2001,2,80.82,77.68,83.99
55.02,2001,3,77.54,75.64,79.55
56.02,2001,1,73.79,71.56,76.29
56.02,2001,2,79.45,77.23,81.88
56.02,2001,3,76.48,74.72,78.22
57.02,2001,1,73.43,70.75,76.11
57.02,2001,2,83.68,81.06,86.32
57.02,2001,3,78.33,76.30,80.29
59.06,2001,1,56.38,53.62,58.98
59.06,2001,2,59.69,54.55,64.95
59.06,2001,3,56.60,54.08,59.12
59.07,2001,1,78.00,75.93,80.07
59.07,2001,2,80.30,78.45,82.15
59.07,2001,3,79.10,77.72,80.50
59.09,2001,1,71.79,69.11,74.79
59.09,2001,2,84.53,81.34,88.00
59.09,2001,3,75.80,73.53,78.03
59.1,2001,1,63.81,60.85,66.94
59.1,2001,2,83.65,80.20,87.41
59.1,2001,3,69.20,66.77,71.93
59.11,2001,1,72.95,70.62,75.46
59.11,2001,2,80.47,78.08,83.15
59.11,2001,3,75.85,74.09,77.70
60.02,2001,1,73.38,70.72,76.11
60.02,2001,2,84.20,81.64,86.95
60.02,2001,3,78.09,76.15,80.11
61,2001,1,76.83,74.26,79.58
61,2001,2,86.72,84.21,89.77
61,2001,3,81.51,79.54,83.80
62,2001,1,79.51,76.94,82.39
62,2001,2,86.25,83.50,88.99
62,2001,3,83.11,81.14,85.12
64,2001,1,71.98,69.82,74.27
64,2001,2,84.56,82.10,87.24
64,2001,3,77.60,75.82,79.53
65,2001,1,74.83,72.83,76.63
65,2001,2,80.67,78.95,82.57
65,2001,3,77.51,76.10,78.83
67.01,2001,1,71.20,68.80,73.75
67.01,2001,2,80.94,78.22,84.14
67.01,2001,3,75.42,73.52,77.46
68,2001,1,76.47,74.00,78.99
68,2001,2,85.36,82.62,88.19
68,2001,3,80.92,78.99,82.94
69.02,2001,1,82.73,81.17,84.53
69.02,2001,2,85.59,84.09,87.23
69.02,2001,3,84.29,83.16,85.47
100.01,2001,1,73.27,71.54,75.03
100.01,2001,2,76.08,74.54,77.75
100.01,2001,3,74.72,73.50,75.91
100.02,2001,1,77.56,75.53,79.78
100.02,2001,2,83.45,81.13,86.05
100.02,2001,3,80.41,78.84,82.06
101.03,2001,1,79.45,77.29,82.00
101.03,2001,2,87.22,84.60,90.09
101.03,2001,3,83.74,82.03,85.84
101.04,2001,1,76.68,74.45,79.02
101.04,2001,2,83.03,80.58,85.78
101.04,2001,3,80.14,78.32,81.98
101.06,2001,1,78.68,76.66,80.91
101.06,2001,2,85.13,82.85,87.89
101.06,2001,3,82.19,80.59,83.91
103,2001,1,79.64,77.56,81.79
103,2001,2,86.32,83.91,88.93
103,2001,3,83.42,81.75,85.13
104,2001,1,80.14,78.23,82.22
104,2001,2,85.65,83.56,88.26
104,2001,3,82.88,81.44,84.65
110.02,2001,1,81.19,78.85,84.00
110.02,2001,2,84.23,81.75,87.12
110.02,2001,3,82.60,80.83,84.47
110.03,2001,1,79.36,77.29,81.56
110.03,2001,2,83.45,81.53,85.91
110.03,2001,3,81.53,79.99,83.26
110.04,2001,1,82.69,80.21,85.37
110.04,2001,2,88.47,85.55,92.12
110.04,2001,3,85.97,83.85,88.38
111.02,2001,1,81.02,79.35,82.82
111.02,2001,2,84.50,82.50,86.97
111.02,2001,3,82.82,81.48,84.47
111.05,2001,1,77.90,76.18,79.73
111.05,2001,2,79.55,77.86,81.47
111.05,2001,3,78.80,77.51,80.13
111.07,2001,1,76.61,74.94,78.46
111.07,2001,2,82.17,80.15,84.29
111.07,2001,3,79.55,78.01,81.18
112,2001,1,79.56,77.52,82.10
112,2001,2,84.34,82.02,86.96
112,2001,3,81.97,80.34,83.91
113,2001,1,80.71,78.83,82.79
113,2001,2,83.55,81.76,85.51
113,2001,3,82.31,80.93,83.72
114.01,2001,1,82.84,80.32,85.97
114.01,2001,2,84.65,82.15,87.69
114.01,2001,3,83.79,81.94,85.91
114.02,2001,1,77.93,76.24,79.82
114.02,2001,2,78.80,77.25,80.44
114.02,2001,3,78.30,77.14,79.56
115,2001,1,78.58,76.84,80.47
115,2001,2,81.14,79.54,82.98
115,2001,3,79.96,78.75,81.28
116,2001,1,82.68,80.59,85.07
116,2001,2,84.54,82.46,87.11
116,2001,3,83.62,82.11,85.37
117,2001,1,82.27,80.48,84.34
117,2001,2,84.61,82.64,86.79
117,2001,3,83.48,82.12,84.97
118,2001,1,82.43,80.69,84.31
118,2001,2,86.21,84.36,88.43
118,2001,3,84.51,83.18,85.97
120,2001,1,83.75,81.73,86.30
120,2001,2,86.01,83.83,88.68
120,2001,3,84.90,83.36,86.78
121,2001,1,81.43,79.59,83.53
121,2001,2,85.49,83.38,88.07
121,2001,3,83.56,82.06,85.13
122,2001,1,82.24,80.27,84.64
122,2001,2,86.25,84.00,89.06
122,2001,3,84.33,82.89,86.10
130.03,2001,1,78.53,76.94,80.21
130.03,2001,2,82.80,81.12,84.53
130.03,2001,3,81.01,79.77,82.26
131,2001,1,80.81,79.51,82.26
131,2001,2,85.64,84.24,87.13
131,2001,3,83.54,82.55,84.60
132,2001,1,83.55,81.63,85.73
132,2001,2,85.56,83.77,87.67
132,2001,3,84.59,83.27,86.06
133.01,2001,1,81.62,79.67,83.78
133.01,2001,2,85.25,83.28,87.56
133.01,2001,3,83.35,81.89,84.94
133.02,2001,1,84.38,82.19,86.83
133.02,2001,2,86.94,84.83,89.50
133.02,2001,3,85.60,84.03,87.24
134,2001,1,82.17,80.57,83.83
134,2001,2,83.06,81.57,84.55
134,2001,3,82.58,81.51,83.74
135,2001,1,83.47,81.55,85.65
135,2001,2,87.30,85.01,89.90
135,2001,3,85.26,83.88,86.93
140.02,2001,1,80.52,78.52,82.77
140.02,2001,2,84.92,82.56,87.55
140.02,2001,3,82.76,81.28,84.48
140.03,2001,1,80.32,78.18,82.74
140.03,2001,2,85.13,82.58,88.09
140.03,2001,3,82.72,81.05,84.64
140.04,2001,1,82.22,79.68,85.33
140.04,2001,2,87.00,83.89,90.69
140.04,2001,3,84.37,82.39,86.78
141.01,2001,1,78.94,77.12,80.79
141.01,2001,2,82.89,81.06,84.90
141.01,2001,3,81.06,79.78,82.44
142.01,2001,1,81.97,79.79,84.31
142.01,2001,2,84.48,82.12,87.01
142.01,2001,3,83.32,81.71,85.18
142.02,2001,1,80.85,78.88,82.88
142.02,2001,2,87.23,84.76,90.36
142.02,2001,3,83.84,82.18,85.56
142.03,2001,1,80.62,78.84,82.49
142.03,2001,2,86.90,84.79,89.29
142.03,2001,3,84.20,82.80,85.84
143.01,2001,1,82.70,80.57,85.06
143.01,2001,2,87.72,85.13,90.68
143.01,2001,3,85.32,83.64,87.24
143.02,2001,1,81.41,79.76,83.16
143.02,2001,2,84.77,83.08,86.58
143.02,2001,3,83.26,82.02,84.56
143.03,2001,1,81.73,79.65,84.14
143.03,2001,2,86.86,84.51,89.60
143.03,2001,3,84.41,82.87,86.16
144.04,2001,1,78.38,76.68,80.09
144.04,2001,2,82.65,81.06,84.47
144.04,2001,3,80.61,79.44,81.89
144.06,2001,1,82.09,80.20,84.37
144.06,2001,2,86.22,84.00,88.63
144.06,2001,3,84.24,82.67,85.98
145.01,2001,1,83.70,81.80,85.94
145.01,2001,2,87.50,85.38,90.19
145.01,2001,3,85.58,84.05,87.24
145.02,2001,1,83.70,81.17,86.48
145.02,2001,2,88.25,85.26,91.67
145.02,2001,3,85.86,83.80,88.14
146,2001,1,79.54,77.57,81.49
146,2001,2,83.61,81.35,86.02
146,2001,3,81.75,80.19,83.38
147.01,2001,1,82.51,80.43,84.93
147.01,2001,2,87.68,85.46,90.47
147.01,2001,3,85.32,83.64,87.21
147.09,2001,1,80.09,78.31,82.03
147.09,2001,2,83.92,82.23,85.83
147.09,2001,3,82.31,81.01,83.68
148,2001,1,77.57,75.82,79.49
148,2001,2,80.73,79.23,82.37
148,2001,3,79.32,78.13,80.53
149.02,2001,1,81.93,79.80,84.25
149.02,2001,2,86.20,83.83,88.98
149.02,2001,3,84.24,82.57,86.07
149.05,2001,1,81.18,78.79,83.99
149.05,2001,2,85.68,82.89,88.99
149.05,2001,3,83.66,81.67,85.83
149.08,2001,1,83.73,81.98,85.97
149.08,2001,2,86.03,83.90,88.41
149.08,2001,3,85.04,83.54,86.70
149.09,2001,1,80.08,77.93,82.73
149.09,2001,2,86.26,83.53,89.63
149.09,2001,3,83.16,81.33,85.24
150,2001,1,81.35,78.06,85.07
150,2001,2,84.31,80.95,88.83
150,2001,3,82.63,80.34,85.49
151.03,2001,1,80.52,78.30,83.09
151.03,2001,2,86.34,83.58,89.85
151.03,2001,3,83.39,81.59,85.45
151.05,2001,1,80.81,79.06,82.83
151.05,2001,2,83.12,81.45,84.97
151.05,2001,3,82.02,80.73,83.30
151.07,2001,1,80.92,78.93,83.21
151.07,2001,2,87.76,85.36,90.46
151.07,2001,3,84.36,82.87,86.07
151.08,2001,1,84.37,82.12,87.28
151.08,2001,2,88.20,85.62,91.58
151.08,2001,3,86.29,84.60,88.43
160.01,2001,1,82.14,80.15,84.40
160.01,2001,2,84.85,82.84,87.18
160.01,2001,3,83.40,81.96,85.07
160.02,2001,1,81.74,79.84,83.85
160.02,2001,2,86.73,84.48,89.36
160.02,2001,3,84.18,82.77,85.72
160.03,2001,1,79.93,78.39,81.66
160.03,2001,2,83.35,81.67,85.13
160.03,2001,3,81.82,80.69,83.09
160.04,2001,1,80.80,78.95,82.94
160.04,2001,2,84.98,82.83,87.37
160.04,2001,3,82.96,81.44,84.55
161.02,2001,1,76.82,74.99,78.98
161.02,2001,2,83.98,81.68,86.78
161.02,2001,3,80.63,79.06,82.57
161.03,2001,1,79.00,77.09,81.04
161.03,2001,2,81.35,79.80,83.12
161.03,2001,3,80.20,78.95,81.47
161.05,2001,1,79.59,77.70,81.60
161.05,2001,2,83.62,81.68,85.87
161.05,2001,3,81.71,80.27,83.26
161.06,2001,1,77.45,75.65,79.32
161.06,2001,2,81.61,79.61,83.62
161.06,2001,3,79.60,78.27,81.00
161.08,2001,1,86.05,83.19,89.91
161.08,2001,2,84.38,82.14,87.01
161.08,2001,3,84.63,82.86,86.53
161.09,2001,1,79.07,77.15,80.95
161.09,2001,2,81.66,79.88,83.42
161.09,2001,3,80.30,79.08,81.69
162.01,2001,1,79.80,77.92,81.78
162.01,2001,2,80.90,78.94,83.18
162.01,2001,3,80.43,79.06,81.95
162.02,2001,1,80.47,78.43,82.86
162.02,2001,2,82.20,80.13,84.44
162.02,2001,3,81.24,79.71,82.87
162.03,2001,1,79.44,77.37,81.75
162.03,2001,2,84.04,81.66,86.74
162.03,2001,3,81.95,80.28,83.83
162.04,2001,1,80.56,78.81,82.61
162.04,2001,2,82.52,80.66,84.65
162.04,2001,3,81.51,80.24,82.90
163.01,2001,1,80.37,78.00,83.07
163.01,2001,2,82.02,79.74,84.46
163.01,2001,3,81.17,79.56,82.93
163.04,2001,1,79.83,77.79,82.14
163.04,2001,2,82.54,80.66,84.87
163.04,2001,3,81.15,79.74,82.77
163.05,2001,1,78.50,76.36,81.05
163.05,2001,2,82.76,80.58,85.28
163.05,2001,3,80.67,79.07,82.43
163.06,2001,1,80.28,77.89,83.19
163.06,2001,2,85.38,82.63,88.79
163.06,2001,3,83.01,81.10,85.34
163.07,2001,1,78.93,76.78,81.16
163.07,2001,2,83.78,81.24,86.62
163.07,2001,3,81.42,79.69,83.32
163.08,2001,1,79.98,77.38,83.05
163.08,2001,2,83.08,80.76,85.96
163.08,2001,3,81.49,79.64,83.49
170.03,2001,1,77.75,75.68,79.99
170.03,2001,2,86.01,83.72,88.66
170.03,2001,3,82.14,80.45,83.86
170.04,2001,1,80.27,78.49,82.22
170.04,2001,2,84.13,82.37,86.21
170.04,2001,3,82.38,81.15,83.82
170.05,2001,1,76.41,74.16,78.90
170.05,2001,2,84.68,82.12,87.62
170.05,2001,3,80.92,79.13,82.76
170.07,2001,1,77.02,75.37,78.72
170.07,2001,2,80.66,79.20,82.21
170.07,2001,3,78.92,77.81,80.06
180.01,2001,1,80.87,78.66,83.39
180.01,2001,2,80.58,78.58,82.69
180.01,2001,3,80.68,79.23,82.19
180.04,2001,1,82.30,80.23,84.70
180.04,2001,2,85.92,83.83,88.44
180.04,2001,3,83.99,82.52,85.70
181.03,2001,1,79.23,77.24,81.34
181.03,2001,2,83.57,81.49,85.91
181.03,2001,3,81.50,80.02,83.17
181.05,2001,1,78.11,76.39,79.81
181.05,2001,2,85.48,83.72,87.60
181.05,2001,3,81.83,80.55,83.17
181.07,2001,1,83.64,81.62,86.31
181.07,2001,2,86.27,83.72,89.28
181.07,2001,3,85.03,83.42,86.79
181.08,2001,1,81.00,78.77,83.58
181.08,2001,2,84.96,82.54,87.53
181.08,2001,3,83.03,81.29,84.85
181.09,2001,1,81.28,79.55,83.14
181.09,2001,2,84.64,82.93,86.46
181.09,2001,3,83.11,81.83,84.46
181.11,2001,1,78.01,75.91,80.10
181.11,2001,2,83.50,81.05,86.12
181.11,2001,3,80.72,79.08,82.46
181.12,2001,1,85.24,82.72,88.32
181.12,2001,2,89.14,86.00,92.71
181.12,2001,3,87.14,85.11,89.42
181.13,2001,1,81.92,79.77,84.12
181.13,2001,2,88.53,86.30,91.02
181.13,2001,3,85.13,83.57,86.77
181.14,2001,1,80.39,78.08,82.97
181.14,2001,2,83.92,81.46,86.74
181.14,2001,3,82.10,80.49,84.03
181.16,2001,1,82.96,81.35,84.86
181.16,2001,2,86.35,84.69,88.30
181.16,2001,3,84.70,83.49,86.05
182.01,2001,1,83.09,80.49,86.05
182.01,2001,2,85.35,82.83,88.56
182.01,2001,3,84.13,82.20,86.31
182.04,2001,1,77.92,76.13,79.91
182.04,2001,2,82.16,80.20,84.49
182.04,2001,3,79.96,78.53,81.51
182.05,2001,1,80.73,78.43,83.53
182.05,2001,2,85.10,82.75,87.95
182.05,2001,3,82.74,81.04,84.72
183.01,2001,1,78.29,76.24,80.80
183.01,2001,2,83.40,80.95,86.12
183.01,2001,3,80.78,79.17,82.62
183.03,2001,1,75.27,73.54,77.04
183.03,2001,2,80.02,78.19,81.96
183.03,2001,3,77.80,76.43,79.08
183.05,2001,1,85.63,83.22,88.35
183.05,2001,2,86.32,84.14,88.96
183.05,2001,3,85.90,84.18,87.83
183.06,2001,1,77.05,74.97,79.53
183.06,2001,2,84.69,82.38,87.35
183.06,2001,3,81.05,79.40,82.87
183.07,2001,1,80.83,78.89,83.05
183.07,2001,2,83.38,81.35,85.82
183.07,2001,3,82.07,80.56,83.70
184.02,2001,1,75.43,73.50,77.51
184.02,2001,2,83.73,81.51,86.46
184.02,2001,3,79.49,77.88,81.16
184.06,2001,1,77.92,75.35,80.97
184.06,2001,2,84.45,81.60,87.81
184.06,2001,3,80.98,78.97,82.98
184.07,2001,1,76.74,74.80,78.81
184.07,2001,2,81.86,79.64,84.24
184.07,2001,3,79.59,78.17,81.12
184.08,2001,1,80.10,77.42,83.18
184.08,2001,2,85.07,82.29,88.91
184.08,2001,3,82.60,80.61,84.77
184.09,2001,1,79.66,77.06,82.76
184.09,2001,2,84.58,81.93,88.11
184.09,2001,3,82.03,80.07,84.36
184.1,2001,1,78.77,76.52,81.48
184.1,2001,2,83.12,80.74,86.02
184.1,2001,3,80.75,79.15,82.63
184.11,2001,1,79.46,76.86,82.52
184.11,2001,2,82.80,80.25,85.79
184.11,2001,3,81.29,79.39,83.52
184.12,2001,1,77.95,75.19,81.00
184.12,2001,2,82.12,79.65,84.95
184.12,2001,3,79.84,77.89,81.84
184.13,2001,1,79.13,76.86,81.83
184.13,2001,2,82.76,80.37,85.55
184.13,2001,3,80.82,79.08,82.81
184.14,2001,1,82.35,79.48,86.27
184.14,2001,2,83.45,80.53,86.81
184.14,2001,3,82.79,80.76,85.21
184.15,2001,1,81.08,78.45,84.14
184.15,2001,2,81.54,79.20,84.06
184.15,2001,3,81.32,79.52,83.30
184.16,2001,1,79.24,76.98,82.19
184.16,2001,2,84.94,81.91,88.52
184.16,2001,3,81.91,79.99,84.01
185.05,2001,1,77.02,74.75,79.69
185.05,2001,2,81.46,79.11,84.12
185.05,2001,3,79.36,77.72,81.20
185.07,2001,1,80.60,78.43,83.03
185.07,2001,2,86.44,83.58,89.55
185.07,2001,3,83.43,81.64,85.37
185.08,2001,1,80.15,77.60,83.30
185.08,2001,2,86.31,83.07,90.27
185.08,2001,3,83.84,81.51,86.97
185.09,2001,1,78.20,75.90,80.78
185.09,2001,2,83.39,80.81,86.46
185.09,2001,3,80.86,79.09,83.00
185.1,2001,1,81.98,79.22,85.16
185.1,2001,2,85.47,82.43,89.00
185.1,2001,3,83.56,81.39,86.32
185.11,2001,1,79.87,77.47,82.61
185.11,2001,2,87.30,84.70,90.57
185.11,2001,3,83.44,81.64,85.42
185.12,2001,1,79.40,77.12,82.15
185.12,2001,2,83.59,81.19,86.41
185.12,2001,3,81.59,79.77,83.45
185.15,2001,1,76.39,74.31,78.65
185.15,2001,2,82.07,79.68,84.85
185.15,2001,3,78.91,77.24,80.66
185.16,2001,1,78.85,76.36,81.81
185.16,2001,2,83.69,80.92,86.84
185.16,2001,3,81.31,79.27,83.51
185.17,2001,1,80.79,78.50,83.53
185.17,2001,2,86.72,83.92,90.05
185.17,2001,3,83.66,81.78,85.76
185.18,2001,1,79.79,77.46,82.43
185.18,2001,2,85.48,82.97,88.59
185.18,2001,3,82.62,80.91,84.52
185.19,2001,1,79.83,77.37,82.71
185.19,2001,2,84.62,81.90,87.75
185.19,2001,3,82.26,80.34,84.44
185.2,2001,1,82.62,79.45,86.31
185.2,2001,2,87.42,83.97,91.84
185.2,2001,3,85.06,82.71,87.99
185.21,2001,1,79.92,78.01,82.17
185.21,2001,2,86.27,83.59,89.40
185.21,2001,3,82.96,81.33,84.76
186.01,2001,1,77.33,75.09,79.76
186.01,2001,2,81.68,79.53,83.95
186.01,2001,3,79.49,77.88,81.22
186.02,2001,1,76.48,74.12,79.00
186.02,2001,2,82.37,80.05,85.21
186.02,2001,3,79.43,77.75,81.21
186.05,2001,1,77.35,75.05,79.95
186.05,2001,2,85.25,82.71,88.20
186.05,2001,3,81.50,79.72,83.46
186.06,2001,1,79.17,76.67,81.97
186.06,2001,2,84.64,81.93,87.99
186.06,2001,3,82.52,80.29,85.06
186.07,2001,1,79.22,76.72,82.31
186.07,2001,2,84.03,81.45,87.26
186.07,2001,3,81.61,79.80,83.79
186.08,2001,1,77.81,75.52,80.53
186.08,2001,2,80.84,78.30,83.72
186.08,2001,3,79.32,77.58,81.31
187.03,2001,1,78.47,76.28,80.87
187.03,2001,2,83.27,80.84,86.10
187.03,2001,3,81.01,79.24,82.95
187.04,2001,1,75.31,73.45,77.36
187.04,2001,2,77.83,76.24,79.67
187.04,2001,3,76.47,75.19,77.80
187.06,2001,1,81.85,79.73,84.27
187.06,2001,2,85.83,83.50,88.62
187.06,2001,3,83.96,82.32,85.78
187.11,2001,1,79.80,77.43,82.53
187.11,2001,2,82.04,79.81,84.66
187.11,2001,3,80.89,79.16,82.81
187.12,2001,1,79.87,77.53,82.54
187.12,2001,2,83.49,81.11,86.55
187.12,2001,3,81.71,80.04,83.59
187.13,2001,1,79.85,77.67,82.58
187.13,2001,2,84.40,81.91,87.45
187.13,2001,3,82.10,80.41,84.23
187.14,2001,1,74.29,72.09,76.44
187.14,2001,2,78.22,76.07,80.41
187.14,2001,3,76.21,74.60,77.72
187.15,2001,1,79.40,77.29,81.72
187.15,2001,2,84.85,82.56,87.34
187.15,2001,3,82.06,80.49,83.70
188.01,2001,1,81.25,78.85,84.36
188.01,2001,2,85.49,82.63,88.78
188.01,2001,3,83.31,81.33,85.39
188.04,2001,1,80.41,78.13,82.89
188.04,2001,2,85.29,82.88,88.23
188.04,2001,3,82.95,81.19,84.96
188.05,2001,1,77.74,75.17,80.48
188.05,2001,2,83.24,80.56,86.63
188.05,2001,3,80.07,78.14,82.01
188.07,2001,1,82.41,79.44,85.82
188.07,2001,2,84.60,81.94,88.22
188.07,2001,3,83.40,81.29,85.71
188.08,2001,1,83.29,80.58,86.67
188.08,2001,2,86.88,83.83,90.67
188.08,2001,3,84.94,82.81,87.51
189.03,2001,1,77.36,75.25,79.68
189.03,2001,2,81.49,79.26,84.05
189.03,2001,3,79.51,77.82,81.25
189.05,2001,1,77.97,75.96,79.96
189.05,2001,2,84.82,82.55,87.50
189.05,2001,3,81.55,79.99,83.29
189.06,2001,1,78.51,76.04,81.33
189.06,2001,2,85.43,82.35,89.16
189.06,2001,3,82.10,80.22,84.34
189.08,2001,1,74.87,72.61,77.59
189.08,2001,2,81.19,78.81,83.88
189.08,2001,3,78.08,76.38,79.87
189.09,2001,1,80.43,77.98,83.18
189.09,2001,2,84.54,82.02,87.54
189.09,2001,3,82.64,80.80,84.74
189.1,2001,1,81.32,78.77,84.03
189.1,2001,2,83.66,81.24,86.41
189.1,2001,3,82.59,80.77,84.52
190.03,2001,1,73.78,72.05,75.68
190.03,2001,2,77.77,75.86,79.62
190.03,2001,3,75.86,74.62,77.11
190.04,2001,1,76.75,74.63,79.15
190.04,2001,2,82.80,80.38,85.27
190.04,2001,3,79.58,77.93,81.27
190.05,2001,1,75.60,72.72,78.94
190.05,2001,2,79.46,76.53,82.58
190.05,2001,3,77.40,75.18,79.86
191.03,2001,1,79.26,76.67,82.21
191.03,2001,2,86.35,83.39,89.74
191.03,2001,3,82.63,80.61,85.01
191.04,2001,1,70.86,68.88,72.78
191.04,2001,2,77.87,75.75,80.01
191.04,2001,3,74.22,72.74,75.73
191.05,2001,1,71.98,69.34,74.74
191.05,2001,2,82.29,79.20,85.63
191.05,2001,3,76.87,74.73,78.95
192,2001,1,74.08,71.95,76.37
192,2001,2,79.45,77.29,81.98
192,2001,3,76.33,74.72,77.88
200,2001,1,77.74,75.53,80.09
200,2001,2,83.56,80.98,86.56
200,2001,3,80.44,78.68,82.31
201,2001,1,76.56,74.03,79.37
201,2001,2,83.27,80.71,86.33
201,2001,3,79.84,77.88,81.76
202,2001,1,77.78,75.60,80.18
202,2001,2,87.20,84.31,90.29
202,2001,3,82.25,80.56,84.03
203,2001,1,78.43,76.38,80.61
203,2001,2,84.19,81.89,86.67
203,2001,3,81.33,79.71,82.94
204.01,2001,1,77.41,75.12,79.91
204.01,2001,2,85.00,82.14,88.13
204.01,2001,3,81.34,79.44,83.44
204.02,2001,1,74.59,72.52,76.87
204.02,2001,2,81.68,79.13,84.52
204.02,2001,3,78.40,76.75,80.29
205.02,2001,1,75.37,73.41,77.41
205.02,2001,2,83.34,80.99,85.88
205.02,2001,3,79.41,77.79,81.03
207,2001,1,73.46,71.04,76.22
207,2001,2,78.40,75.90,80.97
207,2001,3,75.77,74.10,77.60
208,2001,1,76.10,74.15,78.14
208,2001,2,82.34,80.37,84.47
208,2001,3,79.44,78.02,80.89
209,2001,1,74.04,72.44,75.69
209,2001,2,77.76,76.27,79.39
209,2001,3,76.02,74.85,77.23
210,2001,1,74.59,72.55,76.63
210,2001,2,81.89,80.05,83.96
210,2001,3,78.36,76.88,79.91
220,2001,1,75.71,73.21,78.76
220,2001,2,79.40,76.85,82.41
220,2001,3,77.39,75.45,79.59
221.01,2001,1,79.26,76.87,81.96
221.01,2001,2,82.91,80.69,85.43
221.01,2001,3,81.13,79.54,83.01
221.03,2001,1,82.92,80.47,85.75
221.03,2001,2,85.49,82.67,88.58
221.03,2001,3,84.14,82.28,86.26
221.04,2001,1,78.17,76.63,79.87
221.04,2001,2,82.05,80.59,83.65
221.04,2001,3,80.30,79.26,81.53
222.01,2001,1,80.39,78.37,82.57
222.01,2001,2,84.80,82.72,87.26
222.01,2001,3,82.75,81.24,84.37
222.02,2001,1,79.48,76.85,82.52
222.02,2001,2,85.40,83.03,88.21
222.02,2001,3,82.57,80.77,84.67
223.01,2001,1,78.72,76.47,81.15
223.01,2001,2,83.71,81.25,86.35
223.01,2001,3,81.50,79.65,83.43
223.02,2001,1,77.69,75.36,80.11
223.02,2001,2,83.51,80.96,86.51
223.02,2001,3,80.71,78.90,82.73
224.02,2001,1,75.01,73.25,77.00
224.02,2001,2,81.05,79.23,82.77
224.02,2001,3,78.21,76.83,79.58
225.01,2001,1,80.68,78.63,83.03
